2025-11-26 13:30:32,298 - INFO - 使用麦克风: 麦克风 (Realtek(R) Audio)
2025-11-26 13:31:14,442 - INFO - 使用系统声音: 立体声混音 (Realtek(R) Audio)
2025-11-26 13:55:17,375 - INFO - 使用系统声音: 立体声混音 (Realtek(R) Audio)
2025-11-26 13:56:40,411 - INFO - 使用系统声音: 立体声混音 (Realtek(R) Audio)
2025-11-26 14:37:00,996 - INFO - 使用系统声音: 立体声混音 (Realtek(R) Audio)
2025-11-26 14:50:17,880 - INFO - 使用系统声音: 立体声混音 (Realtek(R) Audio)
2025-11-26 14:50:35,345 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE', is_endpoint: False
2025-11-26 14:50:35,430 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE', is_endpoint: False
2025-11-26 14:50:35,532 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE', is_endpoint: False
2025-11-26 14:50:35,662 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE', is_endpoint: False
2025-11-26 14:50:35,712 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE', is_endpoint: False
2025-11-26 14:50:35,822 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE', is_endpoint: False
2025-11-26 14:50:35,921 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE', is_endpoint: False
2025-11-26 14:50:36,053 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE', is_endpoint: False
2025-11-26 14:50:36,131 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE', is_endpoint: False
2025-11-26 14:50:36,231 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE', is_endpoint: False
2025-11-26 14:50:36,363 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE', is_endpoint: False
2025-11-26 14:50:36,422 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE', is_endpoint: False
2025-11-26 14:50:36,521 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE', is_endpoint: False
2025-11-26 14:50:36,643 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPH', is_endpoint: False
2025-11-26 14:50:36,731 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPH', is_endpoint: False
2025-11-26 14:50:36,831 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPH', is_endpoint: False
2025-11-26 14:50:36,962 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MA', is_endpoint: False
2025-11-26 14:50:37,012 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MA', is_endpoint: False
2025-11-26 14:50:37,121 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MA', is_endpoint: False
2025-11-26 14:50:37,244 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE', is_endpoint: False
2025-11-26 14:50:37,332 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE', is_endpoint: False
2025-11-26 14:50:37,431 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE', is_endpoint: False
2025-11-26 14:50:37,531 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE', is_endpoint: False
2025-11-26 14:50:37,664 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE', is_endpoint: False
2025-11-26 14:50:37,721 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE', is_endpoint: False
2025-11-26 14:50:37,821 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE', is_endpoint: False
2025-11-26 14:50:37,942 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH', is_endpoint: False
2025-11-26 14:50:38,031 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH', is_endpoint: False
2025-11-26 14:50:38,132 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH', is_endpoint: False
2025-11-26 14:50:38,262 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH', is_endpoint: False
2025-11-26 14:50:38,311 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH', is_endpoint: False
2025-11-26 14:50:38,422 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH', is_endpoint: False
2025-11-26 14:50:38,541 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE', is_endpoint: False
2025-11-26 14:50:38,631 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE', is_endpoint: False
2025-11-26 14:50:38,731 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE', is_endpoint: False
2025-11-26 14:50:38,855 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE', is_endpoint: False
2025-11-26 14:50:38,942 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE', is_endpoint: False
